code,pk_id,like count,post,updatedAt,firtstmatch
ugH44sIb8O,9702158,1429,Going back in time today to this beauty - a portrait I did on one of my early trips to NYC based on Joan of Arc. #TBT #joanofarc #fashionphotography #portrait #braid #bronze #model #beauty,2023-11-18 21:23:13,
ugp20Pob06,9702158,1205,Another #tbt today. Sometimes it's the most simple images that are the most engaging. Shot in NYC around 4 years ago. #blackandwhite #portrait #model #beauty #fashionphotography,2023-11-18 21:23:13,
uLU3M6Ib8C,9702158,1435,The beautiful Emily Van Raay from a test shoot I did earlier this year. Styling by @donaldhicks and Hair/Make up by @ronniepeter #braids #fashionphotography #emilyvanraay #ethereal #portrait #donaldhicks,2023-11-18 21:23:13,@donaldhicks
uOvpTyob90,9702158,504,#Repost from @emilysoto with @repostapp --- Escaped the city and found matching sunnies! 😎☀️ @larajadephotography,2023-11-18 21:23:13,@emilysoto
uTGbDgIby2,9702158,511,Students learning retouching with @ashleegray at my last NYC workshops! Join us at our next 2 day event in London - only 4 spaces left with 10% off! www.larajadeworkshops.com #larajadeworkshops #photoworkshop #ashleegray #retouchingworkshop,2023-11-18 21:23:13,@ashleegray
t03qCDIb5i,9702158,812,Behind the scenes shot of @lidia_VI on the NYC workshops. Photo by @cotytarr,2023-11-18 21:23:37,@lidia_VI
t0p0USobyb,9702158,757,4 days of NYC workshops with @ashleegray are almost over! We've had so much fun teaching these events. Out next one is in London next month! www.larajadeworkshops.com | Photo by @cotytarr #fashionphotography #larajadeworkshops #ashleegray #studioworkshop #colonystudios,2023-11-18 21:23:37,@ashleegray
t0V0i_ob_m,9702158,576,Rudy pug is replacing me and @ashleegray today at our NYC workshops. #teacherpug #pugsofinstagram,2023-11-18 21:23:37,@ashleegray
tgVEcAIb6b,9702158,1027,Brunch earlier with @james_zanoni turned into a quick location scout in Brooklyn. #graffiti #brooklyn,2023-11-18 21:23:37,@james_zanoni
tijkUGob0Z,9702158,872,Me and @ashleegrayretouch are very excited that our NYC workshops are only 3 days away! We have some spaces left on the 5th/6th October with 10% off. Visit www.larajadeworkshops.com or email LJWorkshops@gmail.com #larajadeworkshops #photoworkshop,2023-11-18 21:23:37,@ashleegrayretouch
tth17YIbws,9702158,648,#Repost from @ashleegray with @repostapp --- LWorkshop Day 1 - lighting demo with @larajadephotography. Styling: @donaldhicks Hair: @yukikotajima Makeup: @misuzumiyake at @colonystudios #broncolor #genNEXT #behindthescenes #larajadeworkshops,2023-11-18 21:23:37,@ashleegray
tutZ6AIbzS,9702158,642,Day 2 of NYC workshops start today with @ashleegrayretouch!,2023-11-18 21:23:37,@ashleegrayretouch
tvV1gnoby9,9702158,584,It has been wonderful working with @ashleegrayretouch over the last two days! 2nd event starts tomorrow. 👯 Photo by @cotytarr #larajadeworkshops,2023-11-18 21:23:37,@ashleegrayretouch
tvX2uLob3g,9702158,656,NYC workshops at Colony Studios today with @ashleegrayretouch #larajadeworkshops #photoworkshop,2023-11-18 21:23:37,@ashleegrayretouch
txLuSpIb9w,9702158,526,2nd NYC workshop with @ashleegrayretouch starts today! Looking forward to meeting everyone. #larajadeworkshops,2023-11-18 21:23:37,@ashleegrayretouch
tygX-5ob4E,9702158,529,#Repost from @ashleegray with @repostapp --- Day 1 of our second workshop. Portfolio reviews with @larajadephotography,2023-11-18 21:23:37,@ashleegray
tZP7kaIb4E,9702158,878,#Repost from @ozzyshahstylist with @repostapp --- This is happening right now! @larajadephotography,2023-11-18 21:23:37,@ozzyshahstylist
tF89QdobyW,9702158,821,'@james_zanoni came home from work carrying a new monitor yesterday - for me! Love working on two screens.,2023-11-18 21:23:59,@james_zanoni
tIp572Ib1f,9702158,510,New workshop website www.larajadeworkshops.com - we have 5 places left on the 5th/6th October (the 3rd/4th October is fully booked) with a last minute discount of 10% off! Email LJWorkshops@gmail.com for details of view the course schedule on the website. #fashionphotography #photoworkshops #photographyworkshop #larajadeworkshops #broncolor,2023-11-18 21:23:59,@gmail.com
tJMuaQobwp,9702158,603,Q&A on my Facebook page starts with retoucher @ashleegrayretouch at 6.30PM EDT. Send your questions! These are examples of work we did together! www.facebook.com/larajadephotography,2023-11-18 21:23:59,@ashleegrayretouch
tLUKTHIb7l,9702158,686,"Summer has ended once again but I'm reminiscing this summer shoot last year for HK Tatler. Evgenia in Dolce & Gabbana on the beach is everything 😍 Styling @annakatsanis, Make Up @misuzumiyake, Hair Yukiko Tajima. #fashionphotography #HKTatler #dolceandgabbana #beach #elitemodels",2023-11-18 21:23:59,@annakatsanis
tQ3LB9Ib3K,9702158,810,Actress Holliday Grainger for You Magazine. Can't wait to share the cover with you! #hollidaygrainger #britishactress #beauty #color #AW14,2023-11-18 21:23:59,
tRIKqKobxS,9702158,588,Always good to have a man in the house. @james_zanoni putting up the backdrop stands to prep for an upcoming shoot!,2023-11-18 21:23:59,@james_zanoni
tSznTqIb2T,9702158,737,These little notebooks arrived for the upcoming NYC workshops! Ready to give out in a pack for attendees.. Only 9 days away now! #larajadeworkshops,2023-11-18 21:23:59,
tVl03FIb6T,9702158,348,Clothing on today's shoot for HK Tatler @ozzyshahstylist @kwmakeup @jeaniesyfu @100zenmonkeys @stocktonhall #resort15 #color,2023-11-18 21:23:59,@ozzyshahstylist
tWMw2lIb1T,9702158,767,The apartment studio in full swing today for HK Tatler. @ozzyshahstylist @jeaniesyfu @kwmakeup @stocktonhall #behindthescenes #photoshoot #HKTatler,2023-11-18 21:23:59,@ozzyshahstylist
tX39odobwU,9702158,508,"Holliday Grainger for You Magazine. Styling by Alex Reid, Make Up by @lizpugh, Hair by @traciecant, Retouch by @ashleegrayretouch #hollidaygrainger #magazinecover #AW14 #beauty #britishactress",2023-11-18 21:23:59,@lizpugh
tYczesob9U,9702158,493,"About to shoot this in Times Square, are you ready @maaikeklaasen? @ozzyshahstylist @deborahaltizio @hiromari8787 @mariwatase #CityAM #America #maaikeklaasen",2023-11-18 21:23:59,@maaikeklaasen
tYZgcwob3m,9702158,903,The beautiful @maaikeklaasen on set today. @ozzyshahstylist @deborahaltizio @hiromari8787 @mariwatase. Love this @charlottetilbury lipstick (bond girl). #AW14 #CityAM #fashioneditorial,2023-11-18 21:23:59,@maaikeklaasen
s5utPiIb-3,9702158,675,"New editorial out in the September issue of Elle Singapore. Model Marcelina Sowa, Styling Marissa Adele, Hair by Daniel Roldan, Make Up by Jennifer Hanching, Retouch by @ashleegrayretouch #fashionphotography #proenza #AW14 #ellesingapore #palmsprings #editorial #septemberissue #marcelinasowa",2023-11-18 21:24:21,@ashleegrayretouch
s5vlbJIbxG,9702158,577,New editorial out in the September issue of #ellesingapore with model @mar_sowa. Loved this #prada look. #ellemagazine #ellesingapore #fashionphotography #editorial #septemberissue #palmsprings,2023-11-18 21:24:21,@mar_sowa.
s6QnrEIb9z,9702158,746,Sleepy Saturday with @james_zanoni and Elle cat. Sometimes it's the little things that matter the most.,2023-11-18 21:24:21,@james_zanoni
s-ctVGIb5z,9702158,683,"I mean.. How beautiful is @averytharp here? My recent story for @facticemagazine. Styling by @marissaadele, hair and make up by @jennartist and retouching by @ashleegrayretouch #fashionphotography #beauty #photogenicsLA #averytharp #model #california #facticemagazine #fashioneditorial",2023-11-18 21:24:21,@averytharp
s-KiTyIb8A,9702158,483,Due to high interest in the upcoming November London workshops I've added another event! The new two day workshop will be hosted on the 10th/11th November. First 5 people to book get a 10% early bird discount. View details or book your spot at www.larajadeworkshops.com and go to 'workshop schedule' #fashionphotography #photoworkshop #londonworkshop #larajadeworkshops,2023-11-18 21:24:21,
s-QLUzIb1V,9702158,413,So excited that this story is finally out! The beautiful @averytharp #photogenicsLA for @facticemagazine. Styling by @marissaadele and hair and make up by @jennartist. Retouching by @ashleegrayretouch #fashionphotography #facticemagazine #averytharp #model #AW14 #beauty,2023-11-18 21:24:21,@averytharp
tA5MpzIb02,9702158,453,"Beautiful @averytharp for @facticemagazine. Styling by @marissadele, Hair & Make Up by @jennartist, Retouching by @ashleegrayretouch #beauty #redlips #facticemagazine #fashioneditorial #averytharp #photogenicsLA #glamour",2023-11-18 21:24:21,@averytharp
tAkHfgIb0A,9702158,763,"My latest story for @facticemagazine with @averytharp. Styling by @marissaadele, Hair & Make Up by @jennartist and retouching by @ashleegrayretouch #fashionphotography #facticemagazine #averytharp #model #beauty #california #fashioneditorial",2023-11-18 21:24:21,@facticemagazine
tBdRu_ob8b,9702158,917,"Avery @averytharp for @facticemagazine. Styling by @marissaadele, Hair & Make up by @jennartist and retouching by @ashleegrayretouch #averytharp #photogenicsLA #fashioneditorial #facticemagazine #fashionphotography #beauty #gown",2023-11-18 21:24:21,@averytharp
tBl5X3Ib6J,9702158,799,"Just a few more! Avery for @FacticeMagazine. Styling by @marissaadele, Hair & Make Up by @jennartist and Retouching by @ashleegrayretouch #averytharp #photogenicsLA #california #topanga #gown #facticemagazine #fashionphotography",2023-11-18 21:24:21,@FacticeMagazine.
tD6j6Lob6S,9702158,707,"Last one! Read my post about this shoot on my blog www.larajade.co.uk/blog 
Styling by @marissaadele, Hair & Make Up by @jennartist, Retouch by @ashleegrayretouch #california #topanga #averytharp #photogenicsLA #palmtrees #balcony #fashioneditorial #facticemagazine #fashioneditorial",2023-11-18 21:24:21,@marissaadele
tDHit5ob-9,9702158,450,"Just a few more! @averytharp for @facticemagazine. Styling by @marissaadele, Hair & Make Up by @jennartist, Retouch by @ashleegrayretouch #facticemagazine #averytharp #beauty #redlips #fashionphotography #fashioneditorial",2023-11-18 21:24:21,@averytharp
s28wgWIbyb,9702158,955,"Marcelina Sowa @mar_sowa for Elle Singapore September Issue. Shot on location in Palm Springs, CA. Styling by Marissa Adele, Hair by Daniel Roldan, Make up by Jennifer Hanching, Production Paolo Ricartti, Retouch by Ashlee Gray @ashleegrayretouch #fashionphotography #ellesingapore #marcelinasowa #carolinaherrera #palmsprings #california #editorial",2023-11-18 21:24:46,@mar_sowa
s28ZN6obx5,9702158,866,"Marcelina Sowa @mar_sowa for Elle Singapore September Issue. Shot on location in Palm Springs, CA. Styling by Marissa Adele, Hair by Daniel Roldan, Make up by Jennifer Hanching, Production Paolo Ricartti, Retouch by Ashlee Gray @ashleegrayretouch #fashionphotography #ellesingapore #marcelinasowa #carven #palmsprings #california #editorial",2023-11-18 21:24:46,@mar_sowa
s46tLyIbyn,9702158,924,"Marcelina Sowa (@mar_sowa) for Elle Singapore. Styling by Marissa Adele, Hair by Daniel Roldan, Make Up by Jennifer Hanching, Production by Paolo Ricartti, Retouch by Ashlee Gray Retouch @ashleegrayretouch #ellesingapore #fashionphotography #editorial #septemberissue #marcelinasowa #california #palmsprings",2023-11-18 21:24:46,@mar_sowa
spynJKobyy,9702158,1157,The beautiful @kyla_na taken a few years ago in NYC. Loved shooting this portrait! Styling by @erinokeefe5 and make up @deborahaltizio #fashionphotography #kylamoran #model #portrait #beauty #lingerie,2023-11-18 21:24:46,@kyla_na
spZOC_Ib92,9702158,553,Looking forward to my upcoming NYC photography workshops! There's less than a month to go. The 3rd/4th October event only has 2 spaces left and there's 7 left for the 5th/6th dates. I won't be doing another NYC workshop for a while so if you're interested grab a seat while you can! www.larajadeworkshops.com or email LJWorkshops@gmail.com #photographyworkshop #photoworkshop #colonystudios #NYCworkshop #fashionphotography,2023-11-18 21:24:46,@gmail.com
sqYo6Qobxn,9702158,425,Beautiful show @alyssa_collura #SS15 #alyssacollura,2023-11-18 21:24:46,@alyssa_collura
ssl1T2ob_a,9702158,1024,Taking some time off today with GQ cat before the craziness continues..,2023-11-18 21:24:46,
ss-XHAIb2U,9702158,391,'@caradelevingne broke my heart. At the mulberry event in NYC with @donaldhicks!,2023-11-18 21:24:46,@caradelevingne
stA4KNob50,9702158,572,The magic shot @donaldhicks @caradelevingne,2023-11-18 21:24:46,@donaldhicks
su15HCIb1Z,9702158,524,Mulberry and Cara Delevingne collection launch in NYC yesterday with @nataliewalshphotography!,2023-11-18 21:24:46,@nataliewalshphotography
sv7OzbIb7X,9702158,872,Excited to be working for @guardian_fashion / Observer Magazine tomorrow in NYC! Here's my shoot for them from earlier this year during fashion week. Model Galaxia / Styling Jo Jones / Hair @damianmonzillo / Make Up Cheyenne / Retouch @solsticeretouch & Lara Jade #fashionphotography #galaxialorenzo #observerfashion #portrait #beauty,2023-11-18 21:24:46,@guardian_fashion
sz_ObGIbxZ,9702158,364,Some of the clothing on yesterday's shoot for @guardian_fashion! #glitter #AW15 #boots,2023-11-18 21:24:46,@guardian_fashion
saGTAFob30,9702158,754,Behind the scenes for Harrods magazine. See the blog post here http://larajade.co.uk/behind-the-scenes-with-harrods/ #behindthescenes #harrodsmagazine #photostudio #onset #fashionphotography,2023-11-18 21:25:12,
se9oKoIbwp,9702158,858,Shooting actress Charlotte Riley today for Harrods magazine in London! #behindthescenes #photostudio #broncolor #GenNEXT,2023-11-18 21:25:12,
skVs7YIbx_,9702158,640,"#Repost from @felixkunze with @repostapp --- Lara: I'm flying home Friday 
Me: so am I! 
Lara: wish we were on the same flight 
Me (jokingly): why don't you rebook
Lara: Ok

And that's the story of how @Larajadephotography and I ended up on the same flight to New York.",2023-11-18 21:25:12,@felixkunze
sSFDJ_obwJ,9702158,552,"Coats story for the September issue of L'Officiel Ukraine. Model Olga (Premier) Styling by Michelle Kelly, Hair by Craig Marsden @haircraigmarsden and Make up by Emma Osbourne. Photo Assistant Alex Finn #fashionphotography #lofficielukraine #gucci #premiermodels #studio #PreFall14",2023-11-18 21:25:12,@haircraigmarsden
sSFIUCobwR,9702158,855,"Coats story for the September issue of L'Officiel Ukraine. Model Olga (Premier) Styling by Michelle Kelly, Hair by Craig Marsden @haircraigmarsden and Make up by Emma Osbourne. Photo Assistant Alex Finn #fashionphotography #lofficielukraine #premiermodels #studio #PreFall14",2023-11-18 21:25:12,@haircraigmarsden
sTCCdAob3N,9702158,962,"My work is in the September issue of @harrods magazine! Featuring looks from the Dolce & Gabanna AW14 collection. Model Lisa Akesson, Make Up by Dani Guinsberg, Hair by Ranelle Chapman, Retouch by @ashleegrayretouch. #fashionphotography #harrods #harrodsmagazine #dolceandgabanna #flowers #AW14",2023-11-18 21:25:12,@harrods
sUgqnEIbxU,9702158,925,"My work is in the September issue of @harrods magazine! Featuring looks from the Dolce & Gabbana AW14 collection. Model Lisa Akesson, Make Up by Dani Guinsberg, Hair by Ranelle Chapman, Retouch by @ashleegrayretouch. #fashionphotography #harrods #harrodsmagazine #dolceandgabbana #flowers #AW14",2023-11-18 21:25:12,@harrods
sUokUqIb7E,9702158,1143,"My work is in the September issue of @harrods magazine! Featuring looks from the Dolce & Gabbana AW14 collection. Model Lisa Akesson, Make Up by Dani Guinsberg, Hair by Ranelle Chapman, Retouch by @ashleegrayretouch. #fashionphotography #harrods #harrodsmagazine #dolceandgabbana #flowers #AW14",2023-11-18 21:25:12,@harrods
sVh77Fob4g,9702158,736,Seats for my upcoming New York City workshop are selling quickly! So excited about this event in collaboration with @ashleegrayretouch. The styling on this event will be very similar to  past events in the images above. Book your place at www.larajadeworkshops.com #fashionphotography #photographyworkshop #broncolor #workshop #photographytuition #newyork #colonystudios,2023-11-18 21:25:12,@ashleegrayretouch.
